"id","sentence","entities","status","created","updated","use_case_id","user_id","entity_type"
622,"Dear Customer,. Please be informed about the following incident:. Severity 1 Urgent. Amadeus Altea Reservation Desktop . _Reference Record: 16579775. _ Start Date/Time:  26 Feb 2019 07:05 GMT. _ End Date/Time:   Ongoing. Incident Description. Some customers have reported issues while connecting to Amadeus Reservation Desktop applications. Customer Impact. This prevents customers from making new or changes to existing bookings. Work-around Information. No workaround is available or has been identified for this incident. Amadeus Investigative Action. Amadeus Support teams are investigating this issue. Our first priority is to restore service as soon as possible. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/146859345/en_US/new-amadeus-altea-reservation-ir-16579775. Global Customer Care. Download notification free app. Amadeus","[[170, 187, ""StartDate""], [140, 148, ""IRNo""], [75, 83, ""Severity""], [85, 118, ""System""]]",True,"2020-04-16 17:24:16.608031+05:30","2020-04-16 17:24:16.62556+05:30",35,1,""
623,"Dear Customer,. Please be informed the incident has been recovered externally. Severity 1 . Amadeus Altea Departure Control Customer Management (Advanced Passenger Processing). _Reference Record: 16162301. _ Start Date/Time:  29 Nov 2018 15:18 GMT. _ End Date/Time:   29 Nov 2018 15:38 GMT  . Incident Description. Customers reported time out responses when processing Advanced Passenger information on Altea Customer Management. Customer Impact. This impacted Interactive Advanced Passenger Processing (APP) within Altea Customer Management using the interface with SITA. Work-around Information. Agents accessing the SITA APP application were advised to turn off the APP Regulatory Programme. Amadeus Investigative Action. This incident has been recovered since 15:38 GMT and all services are fully restored. Amadeus support teams performed health checks on the environment and validated via our tools and processes that the incident is recovered. Amadeus were informed by SITA of an issue that impacted regulatory transactions for all countries. Transactions have returned to normal since 15:38GMT with no recovery actions performed by Amadeus. No further communications will be published. To view live updates, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/114466595/en_US/new-amadeus-multiple-applications-ir-16162301. Global Customer Care. Download notification free app. Amadeus","[[196, 204, ""IRNo""], [92, 176, ""System""], [88, 89, ""Severity""], [226, 243, ""StartDate""]]",True,"2020-04-16 17:26:30.596379+05:30","2020-04-16 17:26:30.613423+05:30",35,1,""
624,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Altea Departure Control Customer Management (Regulatory Checks). _Reference Record: 16162301. _ Start Date/Time:  29 Nov 2018 15:18 GMT. _ End Date/Time:   Ongoing. Incident Description. Customers are reporting time out responses when processing Advanced Passenger information. Customer Impact. Check in agents are unable to processing passenger information for regulatory checks. Work-around Information. Altea Customer Management (CM) customers accessing the SITA APP application are advised to turn off the APP Regulatory Programme by selecting the relevant country and applying an inhibition. Amadeus Investigative Action. Amadeus has been informed by SITA of an ongoing issue impacting transactions for all countries. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/114466595/en_US/new-amadeus-multiple-applications-ir-16162301. Global Customer Care. Download notification free app. Amadeus","[[171, 179, ""IRNo""], [79, 150, ""System""], [75, 76, ""Severity""], [201, 218, ""StartDate""]]",True,"2020-04-16 17:26:56.279429+05:30","2020-04-16 17:26:56.284406+05:30",35,1,""
626,"Dear Customer,. The following incident is recovered:. Severity 2 Urgent. Amadeus Central Reservation (Teletype Message delays). _Reference Record: 16120475. _ Start Date/Time:  22 Nov 2018 08:36 GMT. _ End Date/Time:   22 Nov 2018 10:01 GMT. Incident Description. Some customers experienced a delay in Teletype message processing for bookings made via reservations systems outside of Amadeus. Customer Impact. Impacted customers may have experienced a delay in Passenger Name Record (PNR) creation  from external systems, leading to record locators not being returned or delayed updates to PNRs. As a result, customers being unable to finalize ticketing for booked segments. This also impacted the servicing of PNRs and handling of Special Service Requests (SSRs). Work-around Information. No work around was available for this incident. Amadeus Investigative Action. Amadeus teams investigating the incident identified a change implemented to add new node. The change impacted TTY messages from external GDS to Amadeus as the connections started to get rejected for Host to Host traffic. The change was reverted, following which the connections were well established to connectors used by TTY traffic. Amadeus support teams performed health checks on the environment and validated via our tools and processes that the incident was recovered at 10:01 GMT. All the impacted messages which were queued on Amadeus side during the incident have been processed and the queues have fully worked off at 11:53 GMT. Customers should not experience any further delays on processing of TTY messages. Service Management Centre validated recovery with impacted customers. Airline customers may go to the Amadeus Critical Incident Centre (ACIC) for updates via this link: https:/servicehub.amadeus.com/c/portal/view-solution/113106820/en_US/new-amadeus-central-reservation-teletype-message-delays-ir-16120475 . Global Customer Care. Download notification free app. Amadeus","[[147, 155, ""IRNo""], [63, 71, ""Severity""], [73, 126, ""System""], [177, 194, ""StartDate""]]",True,"2020-04-16 17:28:49.959565+05:30","2020-04-16 17:28:49.96754+05:30",35,1,""
628,"Dear Customer,. Amadeus has received a notification from SITA advising they are experiencing an outage on their system mentioned below . This incident is external to Amadeus. Severity 2 Urgent. Altea Customer Management - Advanced Passenger Processing (APP) . _Reference Record: 15335589. _ Start Date/Time:   21JUN18/17:25 GMT. _ End Date/Time:     Ongoing. Impact. This may impact Interactive Advanced Passenger Processing (APP) within Altea Customer Management using the interface with SITA for all countries. . Please note Altea Customer Management (CM) does NOT use the SITA Interface for APIS Quick Query Processing (AQQ). This function will not be impacted. . Additional Information and Work Around:. Altea Customer Management (CM) customers accessing the SITA APP application are advised to turn off the APP Regulatory Programme as indicated below by selecting the relevant country and applying an inhibition - however it is strongly recommended that you contact your liaison point of contact within the Government organisation to have the action confirmed.  . As a reminder, once this is confirmed, you can take this action as per the screenshot below:. Image did not load. Once the service is recovered, you may switch on the interactive facility and any pending submissions will be sent. . Please note that this message is sent as an advisory and a reminder on how to manage such incidents for Altea CM processing. Instructions from the government agency concerned may override the advice herein. This incident is under urgent investigation by Amadeus support teams. Further details and updates can be reviewed in the Amadeus Critical Incident Centre under https:/servicehub.amadeus.com/c/portal/view-solution/77975719/en_US/amadeus-altea-customer-management-advanced-passenger-processing-using-sita-inteface-ir15335589. Global Customer Care","[[279, 287, ""IRNo""], [194, 257, ""System""], [184, 192, ""Severity""], [310, 323, ""StartDate""]]",True,"2020-04-16 17:42:43.424203+05:30","2020-04-16 17:42:43.433629+05:30",35,1,""
629,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Flex Pricer. Amadeus Master Pricer. _Reference Record: 14737410. _ Start Date/Time:   20/02/2018/11:31 GMT. _ End Date/Time:     Ongoing. This issue was first reported at 11:31 GMT as a Severity 2 and raised to a Severity 1 at 12:23 GMT. Customers have reported that they are experiencing timeouts while using Amadeus Flex Pricer and Amadeus Master Pricer functionality. Amadeus Support teams are doing recycle of related application nodes. Amadeus support teams are responding to a critical issue impacting above services. Our first priority is to restore the service as soon as possible. We will provide you with more details about this issue shortly and keep you updated as more information becomes available. . This incident is under Critical investigation by Amadeus support teams. Airline customers can review further details and updates via the Amadeus Critical Incident Centre under : https:/servicehub.amadeus.com/c/portal/view-solution/49179499/en_US/amadeus-multiple-application-ir14737410 . Amadeus Customer Service","[[142, 150, ""IRNo""], [79, 99, ""System""], [75, 76, ""Severity""], [173, 189, ""StartDate""], [100, 121, ""System""]]",True,"2020-04-16 17:45:00.440127+05:30","2020-04-16 17:45:00.449879+05:30",35,1,""
630,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Altea Departure Control Customer Management. Amadeus E-Retail Engine. Amadeus Altea Reservation. Amadeus Altea Reservation Desktop. Amadeus Altea Reservation Desktop Web. Amadeus Web Services. _Reference Record: 16271633. _ Start Date/Time:  20 Dec 2018 16:22 GMT. _ End Date/Time:   Ongoing. Incident Description. Some customers have reported connectivity issues on Amadeus applications. Customer Impact. Airport and reservation Agents are unable to connect to applications. Travelers are unable to complete online bookings. Work-around Information. No work around is available at this time. Amadeus Investigative Action. Amadeus teams are investigating the cause of connectivity problem. We have bypassed a firewall now and our monitoring tools have started to show signs of recovery. Health checks are ongoing. Further updates will be shares as soon as more information becomes available. Our first priority is to restore service as soon as possible. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/118120375/en_US/new-amadeus-multiple-applications-ir-16271633. Global Customer Care. Download notification free app. Amadeus","[[329, 346, ""StartDate""], [299, 307, ""IRNo""], [79, 131, ""System""], [132, 155, ""System""], [157, 183, ""System""], [184, 217, ""System""], [258, 279, ""System""], [75, 76, ""Severity""], [219, 256, ""System""]]",True,"2020-04-16 17:54:06.075962+05:30","2020-04-16 17:54:06.095+05:30",35,1,""
631,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Reservation Open Backend Coordinator (ROC). Amadeus Payment Processing Platform (PPP). _Reference Record: 14858316. _ Start Date/Time:   15MAR2018/13:33 GMT. _ End Date/Time:     15MAR2018/14:05 GMT. This issue was first reported at 13:33 GMT as a Severity 2 and raised to a Severity 1 at 13:37 GMT. Amadeus monitoring detected a drop in Passenger Name Record (PNR) creation on several applications using Reservation flow. There was queuing on Amadeus Reservation Open Backend Coordinator (ROC) and Amadeus Payment Processing Platform (PPP) backends which caused error messages on Amadeus applications. The issue was related to Amadeus Business Rule (ABR) Cache check which was failing. During this time frame, end users may have not been able to perform bookings or service Passenger Name Records (PNR's) using the Amadeus Reservation applications. As a proactive recovery action, a fail over was performed on the Middleware Data Server (MDS), which recovered the issue at 14:05 GMT. From that time, Amadeus monitoring indicated recovery for all impacted applications, and Service Management Centre has verified recovery with most of the impacted customers. Further details and updates can be reviewed in the Amadeus Critical Incident Centre under https:/servicehub.amadeus.com/c/portal/view-solution/53989764/en_US/amadeus-multiple-applications-ir14858316. Amadeus Customer Service","[[224, 239, ""StartDate""], [193, 201, ""IRNo""], [131, 172, ""System""], [75, 76, ""Severity""], [79, 129, ""System""]]",True,"2020-04-16 17:55:19.740188+05:30","2020-04-16 17:55:19.756161+05:30",35,1,""
632,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Central Reservations (PNR retrieval/updates). Altea Customer Management  (CPR updates, Baggage Reconciliation). Altea Flight Management (Messenger tab). Altea Inventory. e-Retail Engine. _Reference Record: 14390639. _ Start and End Date/Time:   03DEC2017/15:12 GMT to 15:53/16:50 GMT to 17:15 GMT. This issue was first reported at 15:12 GMT as a Severity 2 and raised to a Severity 1 at 15:26 GMT. Amadeus monitoring detected a drop in Passenger Name Records (PNRs) for a number of customers. Amadeus Operations also detected response time outs (RTOs) for additional applications: Amadeus Messaging Server, Altea Customer Management (CM), Availability Processing Engine (APE), Reservation Open Backend Coordinator (ROC) and Altea Inventory. As a result, Customers using PNR retrieve or update functionality may have experienced errors. Applications using PNR retrieve and update functionality, such as e-Retail and Altea Customer Management, may have also experienced RTOs. Amadeus Operations team identified a preload, which impacted two Service Integrator (SI) Multiplexers. Once the two multiplexers were stopped the RTOs reduced and the PNRs returned to normal trends. As a proactive action, Amadeus Operations proceeded to fall back the load on all nodes. During this process, additional RTOs were experienced between 16:50-17:15 GMT. At this time all nodes have been fallen back. Amadeus continues to monitor the all applications. Service Management team confirmed recovery with affected customers. Further details can be reviewed in the customer specific records (if already opened). Airlines can view further updates via the Amadeus Critical Incident Centre using the following link: https:/servicehub.amadeus.com/c/portal/view-solution/31436202/en_US/amadeus-central-reservation-ir14390639. Amadeus Customer Service","[[332, 347, ""StartDate""], [293, 301, ""IRNo""], [79, 131, ""System""], [199, 238, ""System""], [257, 272, ""System""], [75, 76, ""Severity""], [133, 197, ""System""], [240, 255, ""System""]]",True,"2020-04-16 17:56:46.156058+05:30","2020-04-16 17:56:46.175551+05:30",35,1,""
633,"Dear Customer,. Please be informed about the following incident:. Severity 1 Urgent. Amadeus Altea Reservation Desktop . _Reference Record: 16579775. _ Start Date/Time:  26 Feb 2019 07:05 GMT. _ End Date/Time:   Ongoing. Incident Description. Some customers have reported issues while connecting to Amadeus Reservation Desktop applications. Customer Impact. This prevents customers from making new or changes to existing bookings. Work-around Information. No workaround is available or has been identified for this incident. Amadeus Investigative Action. Amadeus Support teams are investigating this issue. Our first priority is to restore service as soon as possible. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/146859345/en_US/new-amadeus-altea-reservation-ir-16579775. Global Customer Care. Download notification free app. Amadeus","[[170, 187, ""StartDate""], [140, 148, ""IRNo""], [75, 83, ""Severity""], [85, 118, ""System""]]",True,"2020-04-16 17:57:48.50815+05:30","2020-04-16 17:57:48.525052+05:30",35,1,""
635,"Dear Customer,. This incident is now recovered. Severity 1 . Amadeus Central Reservation (Teletype Message delays) . _Reference Record: 15528804. _ Start Date/Time:   30JUL2018/06:05 GMT. _ End Date/Time:     30JUL2018/09:35 GMT. Incident Description                                 . Some customers reported delay in Teletype message processing for bookings made via reservations systems outside of Amadeus. In addition, customers observed delays in Baggage Sortation Message (BSM) processing. Customer Impact. Impacted airlines may have experienced a delay in PNR creation (Passenger Name Record) from external systems, leading to record locators not being returned or delayed updates to PNRs. As a result, customers being unable to finalize ticketing for booked segments. This also impacted the servicing of PNRs and handling of Special Service Requests (SSRs). Updates to PNRs in the DCS window may have also led to desynchronization in the Departure Control Systems. Delays in Baggage Sortation Messages (BSMs) were also experienced at airports, which may have led to late arrival of baggage. Work-around information. Airport agents that experienced issues with PNRs in the DCS window were advised to NOREC the PNR into the system. . Amadeus Investigative Action. This incident has been recovered at 09:35 GMT and all services are fully restored. Amadeus teams have completed the recovery actions and validated from our monitoring tool that the Teletype message processing is back to normal since 09:35 GMT, whereas Baggage Sortation Messages (BSMs) processing came back to normal since 09:23 GMT. . A summary of recovery actions will be provided within the next 2 hours via the Amadeus Critical Incident Centre (ACIC). No further Email/SMS notifications will be sent for this incident. Please contact your Service Delivery Manager or Account Manager should you require further information. . To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/85212519/en_US/amadeus-central-reservation-teletype-delay-ir15528804. Global Customer Care","[[167, 182, ""StartDate""], [136, 144, ""IRNo""], [57, 58, ""Severity""], [61, 114, ""System""]]",True,"2020-04-16 18:03:01.143534+05:30","2020-04-16 18:03:01.161263+05:30",35,1,""
636,"Dear Customer,. Please be informed about the following incident:. Severity 2 Urgent . Amadeus Customer Service Point (ACSP) : Customers getting time out when accessing ACSP. _Reference Record: 14649798. _ Start Date/Time:   01FEB2018/06:48 GMT. _ End Date/Time:     01FEB2018/07:45 GMT. Some customers reported that they were unable to access Amadeus Customer Service Point (ACSP). This prevented customers from reporting or accessing Incidents and service requests. As a workaround customers were advised to call the Service Management Centre to report any ongoing incidents. Amadeus teams identified the trigger of this incident was related to a recent database migration on ACSP after which the database was inaccessible due to some missing firewall permissions. Amadeus teams have added the permissions which resolved the issue at 07:45 GMT. Service Management Centre has verified recovery with impacted customers. . Further details and updates can be reviewed in the Amadeus Critical Incident Centre under https:/servicehub.amadeus.com/c/portal/view-solution/45307902/en_US/amadeus-customer-service-portal-ir14649798 . Amadeus Customer Service","[[224, 239, ""StartDate""], [193, 201, ""IRNo""], [75, 83, ""Severity""], [86, 172, ""System""]]",True,"2020-04-16 18:04:03.283618+05:30","2020-04-16 18:04:03.303087+05:30",35,1,""
637,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Central Reservation (Error message while accessing and retrieving Passenger Name Records ). _Reference Record: 14465654. _ Start Date/Time:   19DEC2017/11:07 GMT. _ End Date/Time:     19DEC2017/11:54 GMT. This issue was first reported at 11:07 GMT as a Severity 2 and raised to a Severity 1 at 11:28 GMT. Amadeus operational teams detected an issue with the Domain Name Sever (DNS) which was misbehaving and led to some queuing on Reservations Backend. Some customers may have faced an error while accessing and retrieving Passenger Name Records (PNR's) using Amadeus applications. Amadeus support teams rectified the misbehaving DNS which led to recovery of the Incident. Service management center has verified recovery with the impacted customers since 11:54 GMT. . Airline customers can review further information by accessing Amadeus Critical Incident Centre : https:/servicehub.amadeus.com/c/portal/view-solution/38661283/en_US/amadeus-webservices-ir14465654 . Amadeus Customer Service","[[229, 244, ""StartDate""], [198, 206, ""IRNo""], [75, 76, ""Severity""], [79, 177, ""System""]]",True,"2020-04-16 18:04:46.660608+05:30","2020-04-16 18:04:46.67606+05:30",35,1,""
639,"Dear Customer,. The incident is now recovered:. Severity 2 Urgent. Amadeus Electronic Ticketing (Sales Report not reflecting ticketed documents). _Reference Record: 16129794. _ Start Date/Time:  23 Nov 2018 11:45 GMT. _ End Date/Time:   23 Nov 2018 16:00 GMT. Incident Description. Some customers reported that ticketing data was not being updated on sales reports. Customer Impact. Agents were unable to see issued documents (Etickets & EMD's) on sales report and were unable to perform follow up entries. Agents were also unable to perform follow up entries like Void, Exchange, Re-validation, Re-issue or Refund using Amadeus systems. Work-around Information. No workaround is available. Amadeus Investigative Action. Following the recycle of the Global Queuing Server at 15:47 GMT, all queues worked off and the ticketing data was available 16:00 GMT. Amadeus support teams performed health checks on the environment and validated via our tools and processes that the incident is recovered. Service Management Centre validated recovery with the impacted customers. No further Email/SMS notifications will be sent for this incident. Please contact your Service Delivery Manager or Account Manager should you require further information. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link:: https:/servicehub.amadeus.com/c/portal/view-solution/113431438/en_US/new-amadeus-electronic-ticketing-ir-16129794. Global Customer Care. Download notification free app. Amadeus","[[165, 173, ""IRNo""], [67, 144, ""System""], [57, 65, ""Severity""], [195, 212, ""StartDate""]]",True,"2020-04-17 11:04:32.364518+05:30","2020-04-17 11:04:32.427017+05:30",35,1,""
655,"Dear Customer,. Please be informed about the following incident:. Severity 1. Amadeus Altea Departure Control Customer Management (Connectivity). _Reference Record: 16412594. _ Start Date/Time:   24JAN2019/00:08 GMT. _ End Date/Time:     Ongoing. Incident Description. Some customers have reported response timeouts (RTO) while accessing Altea Departure Control Customer Management application. Customers also observe issues while connecting to Kiosks at various airports. Customer Impact. The may prevent end-users from being able to perform check-in operations at airport. Work-around Information. No workaround is available or has been identified for this incident. Amadeus Investigative Action. Amadeus support and network teams are engaged with the recovery actions. Checks are being performed at database level to restore the service with urgency. Our first priority is to restore service as soon as possible. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/130464904/en_US/Global Customer Care. Download notification free app. Amadeus","[[196, 211, ""StartDate""], [165, 173, ""IRNo""], [78, 144, ""System""], [66, 76, ""Severity""]]",True,"2020-04-17 16:41:23.455331+05:30","2020-04-17 16:41:23.473295+05:30",35,1,""
656,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus e-Retail Engine. Amadeus Reservations Desktop Web. Selling Platform Connect. _Reference Record: 16411008. _ Start Date/Time:   23JAN2018/15:42 GMT. _ End Date/Time:     Ongoing. Incident Description                                 . Amadeus monitoring has detected a drop in bookings for some Amadeus e-Retail customers. Some customers have also reported they have been unable to access Selling Platform Connect environment and the Amadeus Reservations Desktop Web environments. Customer Impact. Travellers are unable to complete the online booking process on the impacted customer websites. Reservations agents may be unable to edit/create bookings in Amadeus Reservations Desktop Web and Selling Platform Connect. Work-around information. No workaround is available or has been identified for this incident. . Amadeus Investigative Action. Since 15.42 GMT Amadeus has been experiencing a system issue resulting in the disruption of web services to some customers, including Altea Reservation Desktop Web. This is leading to errors in some customer websites, which might impact PNR creation and also interfere with the booking flow. Our technical teams are working hard to resolve this issue and to minimize the impact to our customers. Amadeus regrets any inconvenience caused to our customers and their passengers. Global Customer Care","[[214, 229, ""StartDate""], [183, 191, ""IRNo""], [79, 102, ""System""], [104, 136, ""System""], [138, 162, ""System""], [66, 76, ""Severity""]]",True,"2020-04-17 16:41:54.830356+05:30","2020-04-17 16:41:54.846427+05:30",35,1,""
657,"Dear Customer,. Please be informed about the following incident:. Severity 2 Urgent. Amadeus Fare Quote ( Fare filling under ATPCO CAT-25). _Reference Record: 15562778. _ Start Date/Time:   06AUG2018/06:58 GMT. _ End Date/Time:     Ongoing. Incident Description                                 . Some airline customers have reported that reservation agents making bookings through Amadeus are unable to display corporate fares for their flights. . Customer Impact. Airlines' reservation agents are unable to perform bookings with category-25 (FarebyRule) private fares filed under Airline Tariff Publishing Company (ATPCO). . Work-around information. No workaround is available or has been identified for this incident. . Amadeus Investigative Action. Amadeus teams have identified that reference record ids for the fares filled under ATPCO CAT-25 have reached a higher limit in the back end, thus preventing the new fares being filed under category-25 through ATPCO from being available in Amadeus Reservation System. To promote recovery, Amadeus development teams are working on a fix to purge some unused reference records from the back end. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/87108367/en_US/amadeus-fare-quote-fare-filling-ir15562778 . Global Customer Care","[[159, 167, ""IRNo""], [75, 83, ""Severity""], [85, 138, ""System""], [190, 205, ""StartDate""]]",True,"2020-04-30 18:03:42.172067+05:30","2020-04-30 18:03:42.185033+05:30",35,1,""
658,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Network - Connectivity. _Reference Record: 16739450. _ Start Date/Time:   28MAR2019/11:13 GMT. _ End Date/Time:     Ongoing. Incident Description                                 . Some customers are reporting a loss of connection to various Amadeus applications. Customer Impact. Customers will not be able to perform activities and duties in the affected applications, which could lead to operational delays or loss of revenue. . Our preliminary analysis indicate the following application is affected:. Amadeus applications. Work-around information. No Workaround is available. Amadeus Investigative Action. Our first priority is to restore service as soon as possible. To view live updates on recovery actions, you may go to the Amadeus Critical Incident Centre (ACIC) via this link: https:/servicehub.amadeus.com/c/portal/view-solution/155006981/en_US/amadeus-network-connectivity-ir-16739450 . Global Customer Care","[[161, 176, ""StartDate""], [130, 138, ""IRNo""], [79, 110, ""System""], [75, 77, ""Severity""]]",True,"2020-04-30 18:10:04.098492+05:30","2020-04-30 18:10:04.11669+05:30",35,1,""
659,"Dear Customer,. Please be informed about the following incident:. Severity 1 . Amadeus Web Services  - Information needed on credit card transactions . _Reference Record: 15038166. _ Start Date/Time:   21APR2018/02:48 GMT. _ End Date/Time:     Ongoing. Amadeus support teams are responding to a critical issue impacting above service. Our first priority is to restore the service as soon as possible. We will provide you with more details about this issue shortly and keep you updated as more information becomes available. Airline customers can review further details via the Amadeus Critical Incident Centre by accessing this link:https:/servicehub.amadeus.com/c/portal/view-solution/62419060/en_US/amadeus-web-services-qantas-airlines-ir-15038166. Amadeus Customer Service","[[202, 217, ""StartDate""], [171, 179, ""IRNo""], [75, 76, ""Severity""], [79, 149, ""System""]]",True,"2020-05-20 17:04:08.805889+05:30","2020-05-20 17:04:08.830617+05:30",35,1,""
